recall_number,category,confidence
F-2086-2015,Plant Protein,high
F-2086-2016,Grains/Cereal,high
F-2086-2017,Prepared/Frozen,high
F-2086-2019,Spices/Condiments,high
F-2087-2012,Prepared/Frozen,medium
F-2087-2014,Eggs,medium
F-2087-2015,Produce,medium
F-2087-2016,Prepared/Frozen,medium
F-2087-2017,Prepared/Frozen,high
F-2087-2019,Spices/Condiments,high
F-2088-2012,Prepared/Frozen,medium
F-2088-2014,Beverages,high
F-2088-2015,Produce,low
F-2088-2016,Food Additives/Ingredients,high
F-2088-2017,Prepared/Frozen,high
F-2088-2019,Spices/Condiments,high
F-2089-2012,Prepared/Frozen,medium
F-2089-2014,Spices/Condiments,medium
F-2089-2015,Produce,medium
F-2089-2016,Grains/Cereal,medium
F-2089-2017,Prepared/Frozen,high
F-2089-2019,Non-Food Item,low
F-2090-2012,Prepared/Frozen,high
F-2090-2014,Seafood,medium
F-2090-2015,Grains/Cereal,high
F-2090-2016,Bakery,high
F-2090-2017,Prepared/Frozen,high
F-2090-2019,Produce,high
F-2091-2012,Prepared/Frozen,medium
F-2091-2014,Grains/Cereal,low
F-2091-2015,Plant Protein,medium
F-2091-2016,Nuts/Seeds,low
F-2091-2017,Prepared/Frozen,high
F-2091-2019,Beverages,high
F-2092-2012,Prepared/Frozen,medium
F-2092-2014,Dairy,high
F-2092-2015,Grains/Cereal,high
F-2092-2016,Uncategorized,low
F-2092-2017,Prepared/Frozen,high
F-2092-2019,Grains/Cereal,high
F-2093-2012,Dairy,medium
F-2093-2014,Dairy,high
F-2093-2015,Grains/Cereal,medium
F-2093-2016,Dairy,low
F-2093-2017,Prepared/Frozen,high
F-2093-2019,Produce,high
F-2094-2012,Produce,high
F-2094-2014,Dairy,high
F-2094-2015,Grains/Cereal,medium
F-2094-2016,Prepared/Frozen,low
F-2094-2017,Snacks/Candy,medium
F-2094-2019,Seafood,high
F-2095-2012,Produce,high
F-2095-2014,Dairy,high
F-2095-2016,Beverages,high
F-2095-2017,Spices/Condiments,medium
F-2095-2019,Beverages,high
F-2096-2012,Produce,high
F-2096-2014,Dairy,high
F-2096-2015,Plant Protein,high
F-2096-2016,Beverages,high
F-2096-2017,Spices/Condiments,low
F-2096-2019,Beverages,medium
F-2097-2012,Produce,high
F-2097-2014,Dairy,high
F-2097-2015,Plant Protein,medium
F-2097-2016,Prepared/Frozen,medium
F-2097-2017,Spices/Condiments,medium
F-2097-2019,Supplements,medium
F-2098-2012,Nuts/Seeds,high
F-2098-2014,Dairy,high
F-2098-2015,Plant Protein,high
F-2098-2016,Prepared/Frozen,medium
F-2098-2017,Bakery,high
F-2098-2019,Supplements,medium
F-2099-2012,Produce,high
F-2099-2014,Dairy,high
F-2099-2015,Spices/Condiments,high
F-2099-2016,Dairy,high
F-2099-2017,Dairy,high
F-2099-2019,Spices/Condiments,high
F-2100-2012,Seafood,high
F-2100-2014,Dairy,high
F-2100-2015,Spices/Condiments,medium
F-2100-2016,Food Additives/Ingredients,low
F-2100-2017,Dairy,high
F-2100-2019,Produce,medium
F-2101-2012,Seafood,high
F-2101-2014,Dairy,high
F-2101-2015,Spices/Condiments,high
F-2101-2016,Seafood,medium
F-2101-2017,Dairy,high
F-2101-2019,Bakery,high
F-2102-2012,Seafood,high
F-2102-2014,Dairy,high
F-2102-2015,Spices/Condiments,high
F-2102-2016,Seafood,medium
F-2102-2017,Dairy,high
F-2102-2019,Spices/Condiments,medium
F-2103-2012,Produce,high
F-2103-2014,Dairy,high
F-2103-2015,Beef/Pork/Poultry/Game Meats,medium
F-2103-2016,Dairy,medium
F-2103-2017,Dairy,high
F-2103-2019,Beverages,medium
F-2104-2012,Snacks/Candy,high
F-2104-2014,Dairy,high
F-2104-2015,Spices/Condiments,high
F-2104-2016,Dairy,medium
F-2104-2017,Dairy,high
F-2104-2019,Bakery,high
F-2105-2012,Prepared/Frozen,high
F-2105-2014,Dairy,high
F-2105-2015,Spices/Condiments,high
F-2105-2016,Seafood,high
F-2105-2017,Dairy,high
F-2105-2019,Bakery,high
F-2106-2012,Prepared/Frozen,high
F-2106-2014,Dairy,high
F-2106-2015,Spices/Condiments,medium
F-2106-2016,Spices/Condiments,medium
F-2106-2017,Dairy,high
F-2106-2019,Bakery,high
F-2107-2012,Plant Protein,medium
F-2107-2014,Dairy,high
F-2107-2015,Spices/Condiments,low
F-2107-2016,Seafood,medium
F-2107-2017,Dairy,high
F-2107-2019,Nuts/Seeds,high
F-2108-2012,Prepared/Frozen,high
F-2108-2014,Dairy,high
F-2108-2015,Spices/Condiments,high
F-2108-2016,Seafood,high
F-2108-2017,Produce,high
F-2108-2019,Food Additives/Ingredients,medium
F-2109-2012,Seafood,high
F-2109-2014,Dairy,high
F-2109-2015,Beef/Pork/Poultry/Game Meats,medium
F-2109-2016,Seafood,high
F-2109-2017,Bakery,high
F-2109-2019,Bakery,high
F-2110-2012,Snacks/Candy,high
F-2110-2014,Dairy,high
F-2110-2015,Spices/Condiments,high
F-2110-2016,Seafood,high
F-2110-2017,Bakery,medium
F-2110-2019,Bakery,high
F-2111-2012,Nuts/Seeds,high
F-2111-2014,Dairy,high
F-2111-2015,Spices/Condiments,medium
F-2111-2016,Seafood,high
F-2111-2017,Bakery,high
F-2111-2019,Bakery,high
F-2112-2014,Dairy,high
F-2112-2015,Spices/Condiments,medium
F-2112-2016,Eggs,high
F-2112-2017,Bakery,high
F-2112-2019,Bakery,high
F-2113-2012,Dairy,high
F-2113-2014,Prepared/Frozen,medium
F-2113-2015,Spices/Condiments,medium
F-2113-2016,Bakery,high
F-2113-2017,Bakery,high
F-2113-2019,Bakery,high
F-2114-2012,Produce,high
F-2114-2014,Dairy,high
F-2114-2015,Spices/Condiments,high
F-2114-2016,Snacks/Candy,medium
F-2114-2017,Bakery,high
F-2114-2019,Bakery,high
F-2115-2012,Produce,high
F-2115-2014,Dairy,high
F-2115-2015,Spices/Condiments,high
F-2115-2016,Bakery,high
F-2115-2017,Bakery,high
F-2115-2019,Bakery,high
F-2116-2012,Spices/Condiments,high
F-2116-2014,Prepared/Frozen,medium
F-2116-2015,Spices/Condiments,medium
F-2116-2016,Bakery,high
F-2116-2017,Bakery,high
F-2116-2019,Bakery,high
F-2117-2012,Plant Protein,medium
F-2117-2014,Dairy,high
F-2117-2015,Spices/Condiments,medium
F-2117-2016,Bakery,high
F-2117-2017,Bakery,high
F-2117-2019,Bakery,high
F-2118-2012,Snacks/Candy,high
F-2118-2014,Dairy,high
F-2118-2015,Spices/Condiments,high
F-2118-2016,Bakery,high
F-2118-2017,Bakery,high
F-2118-2019,Bakery,high
F-2119-2012,Snacks/Candy,high
F-2119-2014,Dairy,high
F-2119-2015,Spices/Condiments,medium
F-2119-2016,Bakery,high
F-2119-2017,Bakery,high
F-2119-2019,Bakery,high
F-2120-2012,Snacks/Candy,high
F-2120-2014,Dairy,high
F-2120-2015,Spices/Condiments,high
F-2120-2016,Bakery,high
F-2120-2017,Bakery,high
F-2120-2019,Bakery,high
F-2121-2012,Produce,high
F-2121-2014,Dairy,high
F-2121-2015,Spices/Condiments,medium
F-2121-2016,Bakery,high
F-2121-2017,Bakery,high
F-2121-2019,Bakery,high
F-2122-2012,Produce,high
F-2122-2014,Dairy,high
F-2122-2015,Spices/Condiments,medium
F-2122-2016,Bakery,high
F-2122-2017,Bakery,high
F-2122-2019,Dairy,high
F-2123-2012,Produce,high
F-2123-2014,Dairy,high
F-2123-2015,Spices/Condiments,low
F-2123-2016,Bakery,high
F-2123-2017,Bakery,high
F-2123-2019,Dairy,medium
F-2124-2012,Nuts/Seeds,high
F-2124-2014,Dairy,high
F-2124-2015,Spices/Condiments,high
F-2124-2016,Bakery,high
F-2124-2017,Bakery,high
F-2124-2019,Dairy,medium
F-2125-2012,Nuts/Seeds,high
F-2125-2014,Dairy,high
F-2125-2015,Spices/Condiments,high
F-2125-2016,Bakery,high
F-2125-2017,Bakery,high
F-2125-2019,Dairy,high
F-2126-2012,Supplements,medium
F-2126-2014,Dairy,high
F-2126-2015,Spices/Condiments,high
F-2126-2016,Bakery,high
F-2126-2017,Bakery,medium
F-2126-2019,Dairy,high
F-2127-2012,Beverages,high
F-2127-2014,Dairy,high
F-2127-2015,Spices/Condiments,high
F-2127-2016,Bakery,high
F-2127-2017,Bakery,high
F-2127-2019,Dairy,medium
F-2128-2012,Seafood,high
F-2128-2014,Dairy,high
F-2128-2015,Spices/Condiments,high
F-2128-2016,Bakery,high
F-2128-2017,Bakery,high
F-2128-2019,Dairy,high
F-2129-2012,Snacks/Candy,high
F-2129-2014,Dairy,high
F-2129-2015,Spices/Condiments,high
F-2129-2016,Bakery,high
F-2129-2017,Bakery,high
F-2129-2019,Dairy,high
F-2130-2012,Snacks/Candy,high
F-2130-2014,Dairy,high
F-2130-2015,Spices/Condiments,high
F-2130-2016,Bakery,high
F-2130-2017,Bakery,high
F-2130-2019,Dairy,medium
F-2131-2012,Produce,high
F-2131-2014,Dairy,high
F-2131-2015,Snacks/Candy,medium
F-2131-2016,Bakery,high
F-2131-2017,Bakery,high
F-2131-2019,Dairy,high
F-2132-2012,Snacks/Candy,high
F-2132-2014,Dairy,high
F-2132-2015,Spices/Condiments,medium
F-2132-2016,Bakery,high
F-2132-2017,Bakery,high
F-2132-2019,Dairy,high
F-2133-2012,Snacks/Candy,high
F-2133-2014,Prepared/Frozen,medium
F-2133-2015,Spices/Condiments,high
F-2133-2016,Bakery,high
F-2133-2017,Bakery,high
F-2133-2019,Dairy,medium
F-2134-2012,Seafood,medium
F-2134-2014,Dairy,high
F-2134-2015,Spices/Condiments,high
F-2134-2016,Prepared/Frozen,medium
F-2134-2017,Bakery,high
F-2134-2019,Dairy,medium
F-2135-2012,Produce,medium
F-2135-2014,Prepared/Frozen,medium
F-2135-2015,Spices/Condiments,medium
F-2135-2016,Spices/Condiments,high
F-2135-2017,Bakery,medium
F-2135-2019,Dairy,medium
F-2136-2012,Spices/Condiments,medium
F-2136-2014,Dairy,high
F-2136-2015,Spices/Condiments,high
F-2136-2017,Spices/Condiments,high
F-2136-2019,Dairy,medium
F-2137-2012,Produce,medium
F-2137-2014,Dairy,high
F-2137-2015,Spices/Condiments,high
F-2137-2016,Spices/Condiments,high
F-2137-2017,Seafood,medium
F-2137-2019,Dairy,high
F-2138-2012,Prepared/Frozen,medium
F-2138-2014,Dairy,high
F-2138-2015,Spices/Condiments,high
F-2138-2016,Spices/Condiments,high
F-2138-2017,Baking Supplies,low
F-2138-2019,Dairy,high
F-2139-2012,Prepared/Frozen,medium
F-2139-2014,Dairy,high
F-2139-2015,Spices/Condiments,high
F-2139-2016,Spices/Condiments,high
F-2139-2017,Produce,medium
F-2139-2019,Dairy,high
F-2140-2012,Spices/Condiments,high
F-2140-2014,Dairy,high
F-2140-2015,Spices/Condiments,high
F-2140-2016,Baking Supplies,high
F-2140-2017,Prepared/Frozen,high
F-2140-2019,Dairy,high
F-2141-2012,Produce,medium
F-2141-2014,Dairy,high
F-2141-2015,Nuts/Seeds,high
F-2141-2016,Bakery,high
F-2141-2017,Spices/Condiments,high
F-2141-2019,Dairy,high
F-2142-2012,Prepared/Frozen,high
F-2142-2014,Dairy,high
F-2142-2015,Nuts/Seeds,high
F-2142-2016,Snacks/Candy,high
F-2142-2017,Seafood,high
F-2142-2019,Dairy,medium
F-2143-2012,Prepared/Frozen,medium
F-2143-2014,Prepared/Frozen,medium
F-2143-2015,Bakery,high
F-2143-2016,Dairy,high
F-2143-2017,Seafood,high
F-2143-2019,Dairy,low
F-2144-2012,Spices/Condiments,medium
F-2144-2014,Prepared/Frozen,medium
F-2144-2015,Seafood,high
F-2144-2016,Dairy,high
F-2144-2017,Seafood,high
F-2144-2019,Supplements,high
F-2145-2012,Produce,medium
F-2145-2014,Dairy,high
F-2145-2015,Seafood,high
F-2145-2016,Dairy,high
F-2145-2017,Produce,high
F-2145-2019,Spices/Condiments,high
F-2146-2012,Produce,medium
F-2146-2014,Dairy,high
F-2146-2015,Seafood,medium
F-2146-2016,Dairy,high
F-2146-2017,Supplements,high
F-2146-2019,Baby/Toddler Food,low
F-2147-2012,Prepared/Frozen,low
F-2147-2014,Dairy,high
F-2147-2015,Prepared/Frozen,medium
F-2147-2016,Dairy,high
F-2147-2017,Supplements,low
F-2147-2019,Seafood,high
F-2148-2012,Snacks/Candy,high
F-2148-2014,Dairy,high
F-2148-2015,Prepared/Frozen,medium
F-2148-2016,Dairy,high
F-2148-2017,Supplements,high
F-2148-2019,Seafood,high
F-2149-2012,Prepared/Frozen,low
F-2149-2014,Prepared/Frozen,high
F-2149-2015,Prepared/Frozen,high
F-2149-2016,Dairy,high
F-2149-2017,Supplements,high
F-2149-2019,Seafood,high
F-2150-2012,Prepared/Frozen,medium
F-2150-2014,Dairy,high
F-2150-2015,Produce,high
F-2150-2016,Dairy,high
F-2150-2017,Supplements,medium
F-2150-2019,Prepared/Frozen,high
F-2151-2012,Seafood,medium
F-2151-2014,Dairy,high
F-2151-2015,Prepared/Frozen,medium
F-2151-2016,Seafood,high
F-2151-2017,Supplements,high
F-2151-2019,Produce,high
F-2152-2012,Prepared/Frozen,low
F-2152-2014,Dairy,high
F-2152-2015,Bakery,high
F-2152-2016,Seafood,high
F-2152-2017,Supplements,high
F-2152-2019,Dairy,medium
F-2153-2012,Plant Protein,medium
F-2153-2014,Dairy,high
F-2153-2015,Spices/Condiments,high
F-2153-2016,Nuts/Seeds,medium
F-2153-2017,Grains/Cereal,high
F-2153-2019,Baby/Toddler Food,high
F-2154-2012,Snacks/Candy,high
F-2154-2014,Dairy,high
F-2154-2015,Spices/Condiments,high
F-2154-2016,Snacks/Candy,medium
F-2154-2017,Grains/Cereal,high
F-2154-2019,Plant Protein,high
F-2155-2012,Prepared/Frozen,high
F-2155-2014,Dairy,high
F-2155-2015,Spices/Condiments,high
F-2155-2016,Prepared/Frozen,high
F-2155-2017,Grains/Cereal,high
F-2155-2019,Produce,high
F-2156-2012,Prepared/Frozen,high
F-2156-2014,Dairy,high
F-2156-2015,Spices/Condiments,medium
F-2156-2016,Prepared/Frozen,high
F-2156-2017,Snacks/Candy,medium
F-2156-2019,Produce,high
F-2157-2012,Seafood,medium
F-2157-2014,Dairy,high
F-2157-2015,Spices/Condiments,high
F-2157-2016,Prepared/Frozen,medium
F-2157-2017,Beverages,high
F-2157-2019,Bakery,medium
F-2158-2012,Seafood,medium
F-2158-2014,Dairy,high
F-2158-2015,Spices/Condiments,medium
F-2158-2016,Prepared/Frozen,medium
F-2158-2017,Beverages,high
F-2158-2019,Spices/Condiments,high
F-2159-2012,Seafood,medium
F-2159-2014,Dairy,high
F-2159-2015,Spices/Condiments,high
F-2159-2016,Prepared/Frozen,medium
F-2159-2017,Seafood,high
F-2159-2019,Bakery,high
F-2160-2012,Seafood,medium
F-2160-2014,Dairy,high
F-2160-2015,Spices/Condiments,high
F-2160-2016,Prepared/Frozen,medium
F-2160-2017,Grains/Cereal,medium
F-2160-2019,Plant Protein,high
F-2161-2012,Seafood,medium
F-2161-2014,Dairy,high
F-2161-2015,Spices/Condiments,high
F-2161-2016,Eggs,high
F-2161-2017,Seafood,high
F-2161-2019,Plant Protein,medium
F-2162-2012,Plant Protein,medium
F-2162-2014,Dairy,high
F-2162-2015,Spices/Condiments,high
F-2162-2016,Beef/Pork/Poultry/Game Meats,medium
F-2162-2017,Seafood,high
F-2162-2019,Plant Protein,medium
F-2163-2012,Plant Protein,medium
F-2163-2014,Dairy,high
F-2163-2015,Spices/Condiments,high
F-2163-2016,Snacks/Candy,high
F-2163-2017,Seafood,high
F-2163-2019,Plant Protein,high
F-2164-2012,Prepared/Frozen,medium
F-2164-2014,Dairy,high
F-2164-2015,Uncategorized,low
F-2164-2016,Snacks/Candy,high
F-2164-2017,Seafood,high
F-2164-2019,Plant Protein,high
F-2165-2012,Seafood,medium
F-2165-2014,Dairy,high
F-2165-2015,Spices/Condiments,medium
F-2165-2016,Snacks/Candy,high
F-2165-2017,Seafood,high
F-2165-2019,Plant Protein,high
F-2166-2012,Seafood,medium
F-2166-2014,Dairy,high
F-2166-2015,Spices/Condiments,medium
F-2166-2016,Snacks/Candy,high
F-2166-2017,Dairy,high
F-2166-2019,Plant Protein,high
F-2167-2012,Snacks/Candy,high
F-2167-2014,Dairy,high
F-2167-2015,Spices/Condiments,high
F-2167-2016,Snacks/Candy,high
F-2167-2017,Supplements,high
F-2167-2019,Plant Protein,high
F-2168-2012,Plant Protein,high
F-2168-2014,Dairy,high
F-2168-2015,Spices/Condiments,medium
F-2168-2016,Snacks/Candy,high
F-2168-2017,Snacks/Candy,high
F-2168-2019,Plant Protein,high
F-2169-2012,Produce,low
F-2169-2014,Dairy,high
F-2169-2015,Spices/Condiments,high
F-2169-2016,Snacks/Candy,high
F-2169-2017,Seafood,high
F-2169-2019,Plant Protein,high
F-2170-2012,Produce,medium
F-2170-2014,Produce,high
F-2170-2015,Baby/Toddler Food,high
F-2170-2016,Snacks/Candy,high
F-2170-2017,Seafood,high
F-2170-2019,Plant Protein,high
F-2171-2012,Produce,medium
F-2171-2014,Snacks/Candy,high
F-2171-2016,Snacks/Candy,high
F-2171-2017,Seafood,high
F-2171-2019,Plant Protein,high
F-2172-2012,Produce,medium
F-2172-2014,Grains/Cereal,high
F-2172-2016,Snacks/Candy,high
F-2172-2017,Snacks/Candy,medium
F-2172-2019,Plant Protein,high
F-2173-2012,Produce,medium
F-2173-2014,Dairy,high
F-2173-2015,Dairy,high
F-2173-2016,Snacks/Candy,high
F-2173-2017,Bakery,high
F-2173-2019,Plant Protein,high
F-2174-2012,Prepared/Frozen,low
F-2174-2014,Dairy,high
F-2174-2015,Supplements,low
F-2174-2016,Snacks/Candy,high
F-2174-2017,Bakery,high
F-2174-2019,Plant Protein,high
F-2175-2012,Eggs,high
F-2175-2014,Seafood,high
F-2175-2015,Beverages,high
F-2175-2016,Snacks/Candy,high
F-2175-2017,Bakery,high
F-2175-2019,Plant Protein,high
F-2176-2012,Prepared/Frozen,high
F-2176-2014,Eggs,high
F-2176-2015,Beverages,high
F-2176-2016,Snacks/Candy,high
F-2176-2017,Bakery,high
F-2176-2019,Plant Protein,medium
F-2177-2012,Prepared/Frozen,medium
F-2177-2013,Plant Protein,high
F-2177-2014,Food Additives/Ingredients,medium
F-2177-2015,Beverages,low
F-2177-2016,Snacks/Candy,high
F-2177-2017,Snacks/Candy,medium
F-2177-2019,Plant Protein,high
F-2178-2012,Prepared/Frozen,medium
F-2178-2013,Plant Protein,high
F-2178-2014,Supplements,medium
F-2178-2015,Beverages,high
F-2178-2016,Snacks/Candy,high
F-2178-2017,Supplements,high
F-2178-2019,Plant Protein,high
F-2179-2012,Prepared/Frozen,medium
F-2179-2014,Food Additives/Ingredients,medium
F-2179-2015,Beverages,high
F-2179-2016,Snacks/Candy,high
F-2179-2019,Plant Protein,high
F-2180-2012,Prepared/Frozen,medium
F-2180-2014,Dairy,high
F-2180-2015,Supplements,low
F-2180-2016,Snacks/Candy,high
F-2180-2017,Spices/Condiments,high
F-2180-2019,Plant Protein,high
F-2181-2012,Produce,medium
F-2181-2014,Dairy,high
F-2181-2015,Supplements,low
F-2181-2017,Beverages,high
F-2181-2019,Plant Protein,high
F-2182-2012,Seafood,medium
F-2182-2014,Dairy,medium
F-2182-2015,Uncategorized,low
F-2182-2017,Plant Protein,medium
F-2182-2019,Plant Protein,high
F-2183-2012,Spices/Condiments,medium
F-2183-2014,Dairy,high
F-2183-2015,Beverages,medium
F-2183-2017,Beverages,high
F-2183-2019,Plant Protein,high
F-2184-2012,Spices/Condiments,medium
F-2184-2014,Produce,medium
F-2184-2015,Uncategorized,low
F-2184-2017,Supplements,low
F-2184-2019,Plant Protein,high
F-2185-2012,Seafood,high
F-2185-2014,Snacks/Candy,high
F-2185-2015,Produce,high
F-2185-2017,Seafood,high
F-2185-2019,Plant Protein,low
F-2186-2012,Prepared/Frozen,medium
F-2186-2014,Snacks/Candy,high
F-2186-2015,Nuts/Seeds,high
F-2186-2017,Bakery,high
F-2186-2019,Plant Protein,high
F-2187-2012,Prepared/Frozen,medium
F-2187-2014,Snacks/Candy,high
F-2187-2015,Bakery,high
F-2187-2017,Seafood,high
F-2187-2019,Plant Protein,high
F-2188-2012,Seafood,medium
F-2188-2014,Snacks/Candy,high
F-2188-2015,Spices/Condiments,high
F-2188-2017,Seafood,high
F-2188-2019,Plant Protein,high
F-2189-2012,Spices/Condiments,high
F-2189-2014,Snacks/Candy,medium
F-2189-2015,Spices/Condiments,high
F-2189-2017,Spices/Condiments,high
F-2189-2019,Plant Protein,high
F-2190-2012,Spices/Condiments,medium
F-2190-2014,Bakery,high
F-2190-2015,Spices/Condiments,high
F-2190-2017,Spices/Condiments,high
F-2190-2019,Plant Protein,high
F-2191-2012,Spices/Condiments,medium
F-2191-2014,Dairy,high
F-2191-2015,Spices/Condiments,high
F-2191-2017,Spices/Condiments,high
F-2191-2019,Plant Protein,high
F-2192-2012,Prepared/Frozen,medium
F-2192-2014,Bakery,high
F-2192-2015,Spices/Condiments,high
F-2192-2017,Spices/Condiments,medium
F-2192-2019,Plant Protein,high
F-2193-2012,Produce,low
F-2193-2014,Spices/Condiments,medium
F-2193-2015,Bakery,high
F-2193-2016,Nuts/Seeds,high
F-2193-2017,Spices/Condiments,low
F-2193-2019,Plant Protein,high
F-2194-2012,Prepared/Frozen,medium
F-2194-2014,Dairy,high
F-2194-2015,Spices/Condiments,medium
F-2194-2016,Supplements,high
F-2194-2017,Spices/Condiments,medium
F-2194-2019,Plant Protein,high
F-2195-2012,Prepared/Frozen,medium
F-2195-2014,Snacks/Candy,medium
F-2195-2015,Spices/Condiments,medium
F-2195-2016,Produce,medium
F-2195-2017,Spices/Condiments,high
F-2195-2019,Plant Protein,high
F-2196-2012,Prepared/Frozen,medium
F-2196-2014,Supplements,high
F-2196-2015,Spices/Condiments,medium
F-2196-2016,Nuts/Seeds,high
F-2196-2017,Spices/Condiments,medium
F-2196-2019,Plant Protein,high
F-2197-2012,Prepared/Frozen,high
F-2197-2014,Bakery,medium
F-2197-2015,Beverages,high
F-2197-2016,Produce,medium
F-2197-2017,Spices/Condiments,high
F-2197-2019,Plant Protein,high
F-2198-2012,Prepared/Frozen,medium
F-2198-2014,Supplements,low
F-2198-2015,Nuts/Seeds,high
F-2198-2016,Produce,high
F-2198-2017,Spices/Condiments,high
F-2198-2019,Plant Protein,high
F-2199-2012,Prepared/Frozen,high
F-2199-2014,Prepared/Frozen,medium
F-2199-2015,Prepared/Frozen,high
F-2199-2016,Produce,medium
F-2199-2017,Bakery,medium
F-2199-2019,Plant Protein,high
F-2200-2012,Prepared/Frozen,high
F-2200-2014,Dairy,high
F-2200-2015,Snacks/Candy,medium
F-2200-2016,Produce,high
F-2200-2017,Produce,medium
F-2200-2019,Plant Protein,high
F-2201-2012,Prepared/Frozen,medium
F-2201-2014,Dairy,high
F-2201-2015,Snacks/Candy,high
F-2201-2016,Spices/Condiments,high
F-2201-2017,Dairy,high
F-2201-2019,Plant Protein,high
F-2202-2012,Prepared/Frozen,high
F-2202-2014,Dairy,high
F-2202-2015,Bakery,medium
F-2202-2016,Bakery,high
F-2202-2017,Produce,medium
F-2202-2019,Plant Protein,high
F-2203-2012,Prepared/Frozen,medium
F-2203-2014,Dairy,medium
F-2203-2015,Snacks/Candy,high
F-2203-2016,Spices/Condiments,high
F-2203-2017,Prepared/Frozen,high
F-2203-2019,Plant Protein,high
F-2204-2012,Prepared/Frozen,medium
F-2204-2014,Prepared/Frozen,medium
F-2204-2015,Bakery,high
F-2204-2016,Spices/Condiments,high
F-2204-2017,Produce,medium
F-2204-2019,Plant Protein,medium
