recall_number,product_description
F-0835-2024,GRANDE  PRIMA DOLCE RICOTTA 2/4#   SUPC/ITEM # 19540
F-0201-2025,HANNAFORD	8/12.3oz GRDL WFL MLTGRN-HANNA	UPC	041268196319 FOODHOLD	8/12.3oz GRDL WFL MLTGRN-FDHLD	UPC	688267081958 H-E-B	12/12.3oz GRDL WFL MGRN - HEBUT	UPC	041220908233 BEST CHOICE	12/12.3oz GRDL WFL MLTGRN-BSTCH	UPC	070038622116 HARRIS TEETER	12/12.3oz GRDL WFL MGRN - HARTE	UPC	072036726490 TRADER JOE'S	24/11oz GRDL WFL MGRN - TRDJO	UPC	000000199681
F-0917-2024,Tio Francisco Blanco Suave 14 oz. UPC 7-27242-05355-6
H-0245-2025,1. USA OG2 LEEKS
H-0254-2025,"C Sweet Maamoul with Dates 8 oz., UPC 852664042694"
H-0255-2025,"C Sweet Sweet Kaak 12 oz.,  UPC 721782348912"
H-0417-2026,"SOMA KITCHEN NATURAL ASAFOETIDA Net Wt. 4 oz (0.25 lb) Product of India Manufactured for and Imported by: Bharat Bazar, Fremont, CA 94539 Use by : JULY-2027 Lot : NATL/ASFTP/G/24 (BB/ASFTP/G/24) UPC : 4 973993 173586 Ingredients :- Natural Hing"
H-0124-2026,"Ready Meals Smoked Mozzarella With Hot Links Extra Large, UPC 200003 #####. Product was made in-store with store generated scale label applied to the container.    Sold under store banners Carrs-Safeway, Eagle, and Safeway in AK"
F-0568-2025,"AAHU BARAH brand SOFT PLUM; NET WT. 0.5 LB; Import By: AAHU BARAH USA, INC.; Soft Plum Aloo Bukahara 1/2 LB; *May Contain Sulfites As preservatives; UPC 882475049186; packaged in clear plastic bags."
H-0360-2026,"Vanilla Econo, Galletas de Vainilla, 8 paquets per Net Wt. 9.6 oz box (272 g), 6 box per case. UPC 072981005022"
H-0014-2026,"Taproom Gourmet brand 20lb and 18lb bulk ""Fifth Avenue"" Mix"
H-0143-2026,"Fusia Asian Inspirations brand Veggie Spring Rolls. Net weight: 10 oz (283.5 g).) retail package identified by UPC 4099100222258.   Type of packaging: Paperboard carton with inner poly bag; 12 ct corrugated master case. Responsible firm on label: ALDI Inc.  Batavia, IL 60510 (U.S. private label)."
H-0459-2026,"Sofit, Seedless Red Dates, 12 oz package, Plastic bags, 50 packages per case"
H-0082-2025,"Nature Mills Traditional Sambar Powder, 200g"
H-0016-2026,"Taproom Gourmet brand 15lb bulk ""Madison"" Mix"
H-0393-2026,Healthy Truth brand Moringa Powder; 5lb and 20lb
H-0409-2025,"Minute Maid Tropical Punch, 59 FL OZ (1.8 QT) 1.75 L, packaged in a paper carton, UPC: 025000047695"
F-0664-2025,"Coco-Cola Original Taste, 12 Fl Oz. (355mL).  Can UPC 0 49000-00634 6.  12-can pack UPC 0 49000-02890 4.  Canned Under Authority of the Coca-Cola Company, Atlanta, GA  30313."
H-0465-2025,La Michoacana Minis Variety Paletas 12-Count 16.5oz UPC: 7-67778-03042-3
H-0588-2025,"HI-TECH PHARMACEUTICALS BETA SITOSTEROL (715MG PINE DERIVED PHYTOSTEROL 99%) PROVIDES SUPPORT FOR OVERALL CARDIOVASCULAR HEALTH HELPS MAINTAIN HEALTHY CHOLESTEROL LEVELS ALREADY WITHIN THE NORMAL RANGE SUPPORTS PROSTATE AND IMMUNE HEALTH 90 TABLETS UPC 8 11836 02587 3 HI-TECH PHARMACEUTICALS, INC. 6015-B Unity Drive Norcross, GA 30071"
F-0887-2025,"City Point Market Fresh Food to Go Caprese Baguette; 6.5oz, PLASTIC CONTAINER  Best By: 05/09/2025 - 05/18/2025 UPC# 4 00694  44192 7"
F-0726-2025,Texas Olive Co. Pepperoncini 16 oz glass jars
H-0062-2025,"Windsor brand Extra Course Sea Salt Grinder Refill, 255 g, packaged in a glass jar with plastic lid and packed 6 units per case, each unit sold individually; Imported by Windsor Salt Ltd., Pointe-Claire, Quebec H9R 5M9"
H-0410-2025,"Pillsbury Cinnamon Rolls Original Icing, 8 ct., NET WT 12.4 OZ (351g), packaged in a cardboard and aluminum tube, UPC: 018000005017"
H-0554-2025,"Nirwana Foods, Golden Raisin,  28 oz (794g), Net Wt. 1.75 LBS, Clear Bags, 20 bags Per Case, keep at room Temperature"
H-0533-2025,Baker's Authority Three Seed Mix; 5lb bag; stored dry at room temperature; packaged in silver bag
H-0083-2026,"Jumbo Meat Ball Sub; Net Weight: 8.9oz; Product Code: Fresh Thru 10-15-25, 10/16/2025, 10/20/2025 In clear plastic packaging with white sticker label"
H-0015-2026,"Taproom Gourmet brand 15lb bulk ""Broadway"" Mix"
F-0627-2025,"Good & Gather Cut Green Beans.  Net Wt. 14.5 oz (411g).  UPC 0 85239-11628 9.  Dist. By Target Corporation, Minneapolis, MN  55403."
H-0209-2026,Mai California Roll WR - UPC 840031402639  5.9 oz (167g) Plastic tray with plastic lid
H-0444-2025,"Lithium Orotate, 5MG, Distributed by Enjoy Nutrition, LLC. UPC#: 702730893968, 702730894064"
H-0017-2026,"Taproom Gourmet brand 20lb bulk ""Park"" Mix"
H-0169-2026,Lucky Foods Cinnamon Powder; 40g
H-0250-2025,1. USA OG2 SDLS MINI WTRM
F-0668-2025,"DRIED LILY FLOWERS Net Weight 2.5 oz (70g) Ingredients: Lily flower (Hemerocallis citrina) Distributed by: U.S. TRADING COMPANY Hayward, CA 94545-1130 Product of China"
H-0018-2026,"Taproom Gourmet brand 18lb bulk ""Empire"" Mix"
F-0719-2025,"CACAO BARRY Gianduja Noir, 5.5lbs (2.5kg) plastic bucket, 8 buckets per case."
H-0514-2026,Brass Pital Pot 4-quart.  Sticker label: BRASS HAMMERED HANDI NO 3 UPC 7 023672 414398 US $ 74.99  Sticker label: IKM INDIAN KITCHEN MART
H-0371-2026,"Sam's Pecorino Romano grated, 1.5 lb Plastic Bags, 12 units per case"
F-0936-2025,"NOW Nutritional Yeast Powder, Nt. Wt. 10oz.  UPC 7 33739 02460 2"
H-0330-2025,"Gedney Ghost Pepper LIL Pickles, item 75802, Net 24 fl oz. (1.5Pts) 710mL.  UPC 0 41660-00758 9.     Refrigerate after opening.  Distributed by Gedney Foods Co, Burnsville, MN  55438  Product of Mexico."
H-0107-2026,Coca-Cola 12oz Can - 24 pack	49000012781 / JUN2926MAA Coca-Cola 12oz Can - 35 pack	49000058468 / JUN2926MAA
H-0505-2025,"Sri Sri Tattva, Ojasvita Chocomalt,7oz / 200g, Paper Pouch, 25 packages per case"
H-0007-2025,Eudos Bronquilan
H-0083-2025,"Nature Mills Traditional Rasam Powder, 200g"
H-0368-2025,Reisman's Cinnamon Danishes 3 oz.
H-0328-2025,"Dill Pickles packaged under the following label:   1.	Gedney Whole Pickles, item 15100, Net 32 fl oz. (1Qt)946mL. UPC 0 41660-00151 8. 2.	Gedney Mini Munchers Kosher Dill, item 17100, Net 32 fl oz. (1Qt)946mL. UPC 0 41660-00171 6.   3.	Gedney Kosher Dill Babies, item 17200, Net 32 fl oz. (1Qt)946mL. UPC 0 41660-00172 3.   4.	Gedney Dill Mini Munchers, item 17300, Net 32 fl oz. (1Qt)946mL. UPC 0 41660-00173 0.  5.	Gedney Dill Babies, item 18400, Net 32 fl oz. (1Qt)946mL. UPC 0 41660-00184 6.   6.	Gedney Dill Babies, item 19100, Net 16 fl oz. (1Pt)473mL.  UPC 0 41660-00191 4.   7.	Gedney Kosher Dill Babies, item 19200, Net 32 fl oz. (1Qt)946mL. UPC 0 41660-00192 1.  8.	Gedney Dill Spears, item 19600, 24 fl oz. (1Pt 8fl oz) 710mL. UPC 0 41660- 00196 9.   Refrigerate after opening. Distributed by: Gedney Foods Co., Burnsville, MN 55337. Product of Mexico"
H-0309-2026,"Food to Live brand ORGANIC MORINGA LEAF POWDER, packaged heat-sealed, resealable stand-up pouches in 8 oz, 1 lb., 2 lb., 4 lb., 8 lb., 16 lb., and 44 lb. bags; Ingredients: ORGANIC MORINGA LEAF POWDER;   UPC:  8 oz - 840374833268 1 lb. - 840374812881 2 lb. - 840374813109 4 lb. - 840374810283 8 lb. - 840374833275 12 lb. - 840374812898 16 lb. - 840374812904 44 lb. - 840374833282"
F-0554-2025,"Menma Ajitsuke prepared bamboo shoots; Product of Japan; Manufactured by: Choshiya Honten CO., LTD.  Hamamatsu 431-1103 Japan UPC 4 923673 527332.  Product is packaged in 8.8 OZ Plastic Pouches. 60 units per case."
H-0248-2025,1.MEXICO OG2 FENNEL
H-0249-2025,1.MIGHTIES OG2 KIWI
H-0090-2025,"Nootri Toto, Net Weight 1 kg, packaged in a cardboard box, packed 12 boxes per case"
H-0469-2025,Helados Mexico Minis Variety Paletas 12-Count 18oz UPC:6-82082-61215-1
H-0204-2026,"Bulk and Organic Organic Moringa Powder, 44.1lbs bag"
F-0665-2025,"Black Beans, Dried, net wt. 16 OZ (1 LB) 454g, packaged in plastic bag. Packaged in the U.S. UPC 0 70552 70412 1. DISTRIBUTED BY: WinCo Foods, LLC, BOISE, ID 83704"
H-0244-2026,3 B Cookware 6
H-0441-2025,a.) Actylis brand Lithium Orotate 4% packaged in HDPE Liner in a 25kg carton  b.) Actylis brand Lithium Orotate 9% packaged in HDPE Liner in a 25kg carton
H-0106-2026,Coca-Cola Zero Sugar 12oz Can -12 pack	49000042559 / FEB0226MAA Coca-Cola Zero Sugar 12oz Can -35 pack	49000058499 / FEB0226MAA
H-0012-2026,Sadecki Bartnik Pylek Kwiatowy (Bee Pollen) 200g (7.05oz) glass jar UPC 5 900597 000788
F-0680-2025,"Choshiya branded ""MENMA AJITSUKE PREPARED BAMBOO SHOOTS"" UPC# JANCODE 4983673527325"
H-0513-2026,Aluminum Kadai with Metal Handles Size 5.  A-Cook MADE IN INDIA SIZE 5  Sticker label: $$24.99+TX
H-0279-2025,Wei-Chuan branded Black Fungus Slice. Net weight: 2.5 oz UPC#: 072869231321
H-0416-2025,"Velveeta Slices Sharp Cheddar, 16 ct., NET WT 12 OZ (340g), packaged in plastic/cardboard, UPC: 021000044894"
H-0900-2026,"Betaine Anhydrous, 2055kg, material packed in foil bags inside 15kg cardboard box Label reads in part as ""***BETAINE ANHYDROUS 98%***Distributed by Creative Compounds, LLC Scott City, Missouri USA 63780***"""
F-0841-2025,"Fresh & Ready Foods Breakfast Bistro Box, 4 oz. plastic container. Best buy: 05/09/2025-05/12/2025 UPC# 6 82906 89908 9"
H-0637-2025,"PURE CANE GRANULATED SUGAR, NET WT 50 LB (22.67kg), Distributed by Domino Foods, Inc., Yonkers, NY 10705, STORE IN A COOL, DRY PLACE"
H-0321-2025,"Boar's Head Smoked Gouda, Net Wt 8 oz (226g).  UPC 0 42421-50006 6.  Keep Refrigerated.  Distributed by Brunckhorst Co., NY,NY 11206."
F-0480-2025,"item 8201812 FRENCH CRULLERS 72x 1.6 OZ, NET WT 6.48 LB"
H-0243-2026,3 B Cookware 5
H-0612-2025,"Spanish Club Ciabatta; Keep Refrigerated, NET WT: 10.5 OZ,  UPC# 6 82906 90933 7 Manufactured by Fresh and Ready Foods LLC, San Fernando, CA 91340"
H-0022-2026,Super Muscle Support Powder; 300 grams/container UPC: NA
F-0487-2025,"item 8201835 JUST BAKED YEAST MUNCHKINS 350x0.39 OZ, NET WT 8.49 LB"
H-0445-2025,"Lithium Orotate, 10MG, Distributed by Enjoy Nutrition, LLC. UPC#: 702730894033, 702730894057"
F-0522-2025,"item 8201921 FRENCH CRULLER PFD 72x1.6 OZ, NET WT 6.48 LB"
F-0659-2025,"Ready Care Vanilla Shake No Sugar Added (4 oz), UPC 10045796017365;  Imperial Vanilla Shake No Sugar Added (4 oz), UPC 00074865927031"
H-0372-2026,"Boar's Head Pecorino Romano Grated, 5-pound plastic bag (unit)"
H-0283-2025,Kilwin's Family Assortment 9oz UPC 0 004564 3 Kilwin's Family Assortment 14oz UPC 0 004565 0 Kilwin's Family Assortment 28oz UPC 0 004566 7 Kilwin's Family Assortment 42oz UPC 0 004567 4
F-0888-2025,"City Point Market Fresh Food to Go PB&J Crunch on Country White; 6oz, PLASTIC CONTAINER  Best By: 05/09/2025 - 05/18/2025 UPC# 4 00694  44193 4"
H-0369-2025,Reisman's  Vanilla Danish 3 oz.
F-0727-2025,Texas Olive Company Capers Capote 8 oz. plastic containers.  All lots with expiry prior to 06/04/2025  Texas Olive Company Capers Capote 16 oz. glass jar.  All lots with expiry prior to 12/21/2025
H-0466-2025,La Michoacana Variety Paletas 16-Count 44oz UPC:7-67778-03100-0
F-0478-2025,"item 8201810 FLUFF BAR 78x2.75 OZ, NET WT 12.07 LB"
H-0108-2026,Sprite 12oz Can   35 pack 	49000058482 / JUN2926MAA Sprite 12oz Can   12 pack 	49000028928 / JUN2926MAA Sprite 12oz Can   12 pack	49000028928 / JUN3026MAB
H-0079-2026,TAYLOR FARMS COOKED ROTINI MAP 8 X 3 lb pouches Net Weight: 24 lbs (10.88 kg) PERISHABLE KEEP REFRIGERATED
H-0470-2025,Helados Mexico Choco Dipped Minis Variety Paletas 12-Count 18oz UPC: 6-82082-41215-7
F-0902-2025,Fresh Take Crave Away PB&J on Country White; 6oz PLASTIC CONTAINER; Best By:	05/09/2025  - 05/19/2025  UPC# 8 06795 61116 8
H-0304-2026,Brass Langri Cookware  Sticker label: 14
H-0448-2026,"BarbaCuban Havana Gold, Net Wt. 12 oz (355 ml). Packed in 12 oz glass bottles. UPC code 7 19660 00097 7"
H-0461-2025,La Michoacana Bubble Gum Single Serve Paleta 3.75oz UPC: 7-67778-00003-7
H-0365-2026,"COKE FARM Beans, Green 25 lb. Product of USA Coke Farm San Juan Bautista, CA 95045"
H-0128-2026,"LMPS 1.5"" BULK MOZZARELLA. 11"" X 14"" X 1.5 slabs, approximately 10 lbs. each. Approx. 1125 lbs. packaged in corrugated totes. Product Code 100003207. Refrigeration at 34-40F."
H-0468-2025,Helados Mexico Minis Variety Paletas 12-Count 18oz UPC: 6-82082-11215-6
H-0172-2026,"Roshni Cinnamon Powder, 3.5 oz (100g). This product is packaged in clear plastic pouches."
H-0410-2026,Bengal King Jhal Chanachur food treats 12.34oz (350gm)
F-0497-2025,"item 8201858	JUST BAKED YEAST SHELLS 120x1.88 OZ, NET WT 14.10 LB"
H-0512-2026,Brass Tope.  Sticker label: $29.99+TAX
H-0211-2026,Whatcom Farmhouse- Sliced and packaged in deli plastic wrap with Whole Foods Scale labels.
F-0806-2025,"Yellowstone Brown Sugar Molasses Baked Beans, NET WT. 15 OZ (425g), packaged in cans, packed 12 cans per case. UPC: 071846187071; Packaged by: Vietti Foods Inc. Nashville, TN 37203"
F-0648-2025,"Dried Longan Pulp- Made in China, 8oz(227g), GROWLAND INC.  rear panel- Organic Planted, Store in cool and dry place, Made in Thailand; UPC# 8 513041 327262"
F-0500-2025,"item 8201863	JUST BAKED ECLAIRS 84x2.36 OZ, NET WT 12.39 LB"
F-0507-2025,"item 8201871	ESL CINNAMON FRIES 60x3OZ, NET WT 10.13 LB"
F-0713-2025,Tony's Chocolonely Everything Bar
F-0511-2025,"item 8201882 JUST BAKED FRENCH CRULLERS 96x1.6 OZ, NET WT 9.60 LB"
H-0320-2025,"Crown Point Shelled Edamame, net wt. 22lbs. UPC 813973 01840 4. Product is packaged in carton box with poly liner. Distributed by Alpine Foods Distributing Inc. Milwaukie, OR. Product of China."
H-0106-2025,Red Dragon Roll
H-0587-2025,"HI-TECH PHARMACEUTICALS ADDEREX XR STRONGEST FOCUSING AID WITHOUT A PRESECRIPTION! HELPS ADULTS MAINTAIN CONCENTRATION & IMPROVE PRODUCTIVITY! 30 TABLETS UPC 8 11836 02691 7 HI-TECH PHARMACEUTICALS, INC. 6015-B Unity Drive Norcross, GA 30071"
F-0708-2025,"Arepas de Chocolo, Abuelas Food Company, Delicias de la Abuela's, Net Weight: 22.5oz. (638g), 5 units per package, Vacuum seal packages and twist tie bags, KEEP REFRIGERATED. UPC 850283002037"
H-0012-2025,"Dr. Pepper, ZERO SUGAR, 12 FL OZ (355 mL) ALUMINUM CAN packaged and sold as 12 packs and 24 packs cartons cases. PRODUCED UNDER THE AUTHORITY OF CB Manufacturing Company, Inc., 5829 Pepsi Pl., Jacksonville, Florida, United States of America, 32216 - 904-443-0763 who is licensed to manufacture Keurig Dr. Pepper branded products."
H-0369-2026,"Pinna Grated Pecorino Romano 2/10, 10-pound plastic bags (units)"
F-0912-2025,Fresh Take Crave Away Street Corn Dipper; 4oz PLASTIC CONTAINER; Best By:	05/09/2025  - 05/19/2025  UPC# 8 06795 61127 4
F-0655-2025,"Ready Care Vanilla Shake (4 oz), UPC 10045796017334;  Imperial Vanilla Shake (4 oz), UPC 00074865926836"
H-0061-2025,"Windsor brand Extra Course Himalayan Pink Salt Grinder Refill, 255 g, packaged in a glass jar with plastic cap and packed 6 units per case, each unit sold individually; Imported by Windsor Salt Ltd., Pointe-Claire, Quebec H9R 5M9"
H-0208-2025,Bibimbap Bowl   13 oz                            63912389259
H-0380-2025,"Organic Pure Stevia, net wt. 1oz. UPC 7 39223 00204 0. Product is packaged in a plastic bottle with white cap.  Ingredient: Organic Stevia Extract. Sprinkle a pinch for the perfect sweetness. Suggested Use: 1/64 tsp tastes as sweet as 1 tsp of sugar. Distributed by: NuNaturals, Inc. Eugene, OR 97402."
F-0486-2025,"item 8201834 JUST BAKED YEAST RING 120x1.88 OZ, NET WT 14.10 LB"
H-0377-2025,Reisman's Cinnamon Babka Slices 3 oz.
H-0442-2026,OptiWize Health   OptiWize Collagen Plus 320 count bottle; White bottle with black lid.
H-0081-2026,TAYLOR FARMS COOKED TROTOLLE MAP 8 X 2.75 lb pouches Net Weight: 22 lbs (9.97 kg) PERISHABLE KEEP REFRIGERATED
H-0444-2026,"BarbaCuban 90 Miles to Mojo Marinade, Net Wt 12 oz (355 ml) 12 oz glass bottles,1 gallon HDPE Industrial Plastic Jugs, ¿ gallon HDPE Industrial Plastic Jugs. packaged in 12x12 fl oz, 6x12 fl oz, 4x1 gallon, 4x1/2 gallons. UPC code 7 19660 00096 0"
H-0208-2026,"DEVI brand Cinnamon Powder (Dalchini Powder), net wt.: 3.5 oz (100 g), packaged in flexible plastic bag. UPC 6 09595 11904 5. Imported and Distributed by Homeneeds Inc. Bellevue, WA 98007; Product of India"
H-0224-2025,1. FLORIDA BICOLOR SWT CORN       2. EASTERN BI-COLOR TRAY PACK
F-0694-2025,"Dr. Praeger s California Veggie Fries 8oz,"
H-0242-2026,3 B Cookware 4
H-0446-2025,"Lithium Orotate, 20MG, Distributed by Enjoy Nutrition, LLC. UPC#: none"
H-0333-2025,"Sheehan Brothers Vending Italian Mini Sub, 6.1 oz (174g), in a brown paper boat and individually wrapped in plastic, UPC: 100000952412"
F-0662-2025,"Ready Care Vanilla Shake Plus (4 oz), UPC 10045796017549"
H-0636-2025,"UDK ,Half Plum, 170 g, Container, 24, ambient"
H-0235-2025,1.  USA ORGC BOK CHOY              2. USA/MEX OG2 BABY BOKCHOY
H-0227-2025,1. WLD HRVST OG2 MANDARINS
F-0842-2025,"Fresh & Ready Foods Antipasto Bistro Box, 4 oz. plastic container. Best buy: 05/09/2025-05/12/2025 UPC# 6 82906 89909 6"
H-0203-2026,Cinnamon Powder; 8oz clear plastic container. Distributed by Haitai Inc. UPC: 0 20914 81415 9
H-0222-2026,"Organic Moringa Leaf Powder (Moringa Powder) , 4 oz. and 1 Kilogram, 4 oz size in a solid plastic container / 1 kg size in a plastic bag in a box.  Distributed by: Africa Imports, South Hackensack, NJ 07606"
H-0313-2026,BaiLiFeng Dried Cinnamon Powder; Net Wt 4 oz/114G; Good Way Trading Group Inc 58-51 Maspeth Avenue Maspeth NY 11378; Product of China; Ingredients: Dried Cinnamon; UPC code: 4 897055 79940 1
H-0361-2025,Reisman's Cappuccino Bars 3 oz.
H-0087-2025,"Nature Mills Black Kavuni Porridge Mix, 200g"
H-0373-2026,"Ambriola Piccante grated Pecorino Romano, 5 and 10-pound plastic bags (units)"
F-0728-2025,Texas Olive Company Giardiniera 16 oz. glass jars All lots with expiry prior to 06/14/2025
H-0265-2025,"FG20007 	Pepper, Red Bell Chop packaged in poly bag, and cardboard case. 17.5 lbs per case"
H-0084-2026,"Floria Dried Apricots, 200 Gram packages, 40 packages per case ."
H-0466-2026,CINNAMON POWDER NET WT : 3.5 oz (100g) PRODUCT OF INDIA UPC 7 46241 29537 8 Distributed by: Venzu Traders LLC venzutraders@outlook.com
H-0238-2025,1.  OG2 BUNCH DILL
F-0906-2025,Fresh Take Crave Away Italian Mega; 9.5oz PLASTIC CONTAINER; Best By:	05/09/2025  - 05/19/2025  UPC# 8 06795 58557 6
F-0778-2025,PRESIDENT BRAND; Kumquat Slices; NET WT. 8 OZ/227g; EAST CK TRADING INC.; INGREDIENTS: Kumquat slices; packaged in clear plastic jars with UPC 8 10077 20936 3
H-0241-2025,1.USA OG2 GREEN CHARD
H-0367-2026,"Locatelli Grated Pecorino Romano 4 oz and 8 oz plastic cup & lid, 12 units per case"
H-0370-2026,"Boar's Head Grated Pecorino Romano, 6 oz Plastic Cup & Lid, 12 units per case"
H-0234-2026,Sonex brand aluminum pot; ISO 9001:2000; Made in Pakistan
H-0201-2026,Rockport Lobser Bisque; packed in 2x8lb pouches and in 4x4b pouches
F-0703-2025,Farmer House Preserve Olive Strips
H-0388-2026,"Cinnamon, Clear Plastic Container, 100G,  UPC 6251136 034139"
H-0349-2026,ALUMINIUM HAMMERED KADAI SIZE 7 8 901000 000057 MADE IN INDIA
H-0070-2026,Wise Wife Ground Cinnamon
H-0467-2025,La Michoacana Rompope Bolis 6-Count 24oz UPC:7-67778-05004-9
H-0033-2026,Haifa COLD SMOKED SEABASS 8 OZ
H-0368-2026,"Locatelli Grated Pecorino Romano, 5 and 10-pound plastic bags (units)"
F-0482-2025,"item 8201814 BAVARIAN PACZKI 66x4OZ, NET WT 14.85 LB"
F-0738-2025,"Beecher's Street Corn, 18oz, 8 retail units per case, UPC 782045 115009"
H-0443-2025,"Lithium Orotate, 2.5MG, Distributed by Enjoy Nutrition, LLC. UPC#: 719318414002; 709750005289"
H-0025-2025,HKBKF04	1/11.25 OZ. EA	Created Fresh	Breakfast Bowl-Southwest	ALL LOT CODES
H-0240-2025,1.  CA OG2 COLLARD GRE
H-0071-2025,Idly Chili Powder 200g
H-0457-2025,Product is distributed in bulk brown paper bags.
H-0471-2025,Helados Mexico Choco-Dipped Minis Variety Paletas 12-Count 18oz UPC: 6-82082-81215-5 UPC: 6-82082-41215-7
F-0846-2025,"Fresh & Ready Foods Caprese Baguette, 6.5 oz. plastic container. Best buy: 05/09/2025-05/12/2025  UPC# 6 82906 90791 3"
H-0615-2025,"Chili Crunch Market Mezze; Keep Refrigerated, NET WT: 14.5 OZ,  UPC#  Manufactured by Fresh and Ready Foods LLC, San Fernando, CA 91340"
H-0602-2026,Bulk packaged Colustrum Powder. packaged with generic product label.
H-0614-2025,"Piccolo Pranzo Box; Keep Refrigerated, NET WT: 14.5 OZ,  UPC#  Manufactured by Fresh and Ready Foods LLC, San Fernando, CA 91340"
H-0442-2025,"Lithium Orotate, 1MG, Distributed by Enjoy Nutrition, LLC. UPC#: 717340952714"
H-0230-2025,1.  PRODUCE ORGC ARTICHOKES
H-0080-2026,TAYLOR FARMS COOKED FARFALLE MAP 8 X 3 lb pouches Net Weight: 24 lbs (10.88 kg) PERISHABLE KEEP REFRIGERATED
H-0374-2026,"Locatelli Grated Pecorino Romano 48/8oz Shipper, Plastic Cup & Lid, 48 units per case"
H-0835-2026,"Good & Gather Mexican Street Corn Trail Mix 8 oz bag UPC 085239270240, 8 bags per case"
H-1180-2026,Organic Moringa Powder; 15kg/bag (bulk);  Product code: GJ96
H-1166-2026,"Ice Pop, D'Dioses Nuez, 1 Bar (81.7 g), with UPC 827912008548"
H-0919-2026,"Rollitos de Guava [image] Guava Rolls The Original, Net Wt. 15 oz, packaged in a transparent and rigid plastic clamshell container, one unit per container. KEEP REFRIGERATED. UPC 824790852454"
H-0991-2026,UPC 29153000000 SAMPLER TRAY ITALIAN 16 INCH     This is Albertson's store-made item and sold by unit at point of sale with grocery store's scale label.
H-1179-2026,Brooklyn Roasting Company Pasteurized Cold Brew Concentrate; 2.5gal; bag in a box distributed between 04/01/2026 and 06/20/2026.
H-0988-2026,UPC 29168800000 CARVING TRAY 16IN FS                    This is Albertson's store-made item and sold by unit at point of sale with grocery store's scale label.
H-1085-2026,Joy Pineapple Lassi 16 oz.
H-0788-2026,Menopause Bully 16 oz and 32 oz.
H-0469-2026,Sea Moss Gel Superfood; 16 FL OZ; Glass jar sold individually. Wildcrafted- UPC# 5065006235073
H-0478-2026,Sea Moss Gel Superfood; 16 FL OZ; Glass jar sold individually. Soursop- UPC# 5061033691875
H-0773-2026,Alain MILLIAT; MARMELADE ORANGE; 300 g 10.6 oz; packaged in glass jars
H-0993-2026,UPC 29133000000 TRAY COCKTAIL                                       This is Albertson's store-made item and sold by unit at point of sale with grocery store's scale label.
H-1172-2026,"Ice Pop, D'Dioses Tamarindo, 1 Bar (81.7 g), with UPC 827912008593"
H-0490-2026,"a.) Preema brand Bright Red Food Colour Powder; Net Weight .88oz/25gm; packaged in small plastic bottle; INGREDIENTS: SODIUM CHLORIDE, COLOUR (TARTRAZINE, CARMOSINE, ALLURA RED) CHECK THE LEGAL LIMIT, CONTAINS NO ANIMAL MATTER. E102, E122, E129 may have an adverse effect on activity and attention in children  b.) Preema brand Orange Food Colour Powder; Net Weight .88oz/25gm; packaged in a small plastic bottle; INGREDIENTS: SODIUM CHLORIDE, COLOUR (TARTRAZINE, CARMOSINE, ALLURA RED) CHECK THE LEGAL LIMIT, CONTAINS NO ANIMAL MATTER. E102, E122, E129 may have an adverse effect on activity and attention in children"
